service_id,date,exception_type
1001-58691-20230428,20230428,1
1001-58647-20230426,20230426,1
1001-58647-20230502,20230502,1
1001-58647-20230429,20230429,1
1001-58647-20230501,20230501,1
1001-58647-20230428,20230428,1
1001-58647-20230430,20230430,1
1001-58647-20230427,20230427,1
1001-3134-20230427,20230427,1
1001-3134-20230428,20230428,1
1001-3134-20230501,20230501,1
1001-3134-20230426,20230426,1
1001-3134-20230430,20230430,1
1001-3134-20230502,20230502,1
1001-3213-20230430,20230430,1
1001-3134-20230429,20230429,1
1001-3213-20230502,20230502,1
1001-3213-20230429,20230429,1
1001-3213-20230501,20230501,1
1001-3213-20230427,20230427,1
1001-3213-20230426,20230426,1
1001-3213-20230428,20230428,1
1001-64719-20230502,20230502,1
1001-64719-20230426,20230426,1
1001-64719-20230427,20230427,1
1001-64719-20230428,20230428,1
1001-64719-20230424,20230424,1
1001-54095-20230430,20230430,1
1001-54095-20230428,20230428,1
1001-54095-20230427,20230427,1
1001-54095-20230501,20230501,1
1001-54095-20230426,20230426,1
1001-54095-20230429,20230429,1
1001-54095-20230502,20230502,1
1001-54062-20230424,20230424,1
1001-54062-20230502,20230502,1
1001-54062-20230428,20230428,1
1001-54062-20230427,20230427,1
1001-54062-20230429,20230429,1
1001-54062-20230426,20230426,1
1001-3212-20230430,20230430,1
1001-3212-20230429,20230429,1
1001-3212-20230501,20230501,1
1001-3212-20230427,20230427,1
1001-3212-20230502,20230502,1
1001-3212-20230428,20230428,1
1001-3212-20230426,20230426,1
1001-54061-20230429,20230429,1
1001-54061-20230428,20230428,1
1001-54061-20230430,20230430,1
1001-54061-20230427,20230427,1
1001-54061-20230426,20230426,1
1001-54061-20230502,20230502,1
1001-54061-20230501,20230501,1
1001-48299-20230430,20230430,1
1001-48299-20230502,20230502,1
1001-48299-20230428,20230428,1
1001-48299-20230426,20230426,1
1001-48299-20230429,20230429,1
1001-48299-20230427,20230427,1
1001-48299-20230501,20230501,1
1001-54093-20230502,20230502,1
1001-54093-20230430,20230430,1
1001-54093-20230426,20230426,1
1001-54093-20230427,20230427,1
1001-54093-20230428,20230428,1
1001-54093-20230429,20230429,1
1001-54093-20230501,20230501,1
1001-48300-20230429,20230429,1
1001-48300-20230502,20230502,1
1001-48300-20230427,20230427,1
1001-48300-20230428,20230428,1
1001-48300-20230426,20230426,1
1001-48300-20230501,20230501,1
1001-48300-20230430,20230430,1
1001-64713-20230502,20230502,1
1001-64713-20230424,20230424,1
1001-64713-20230427,20230427,1
1001-64713-20230426,20230426,1
1001-64713-20230428,20230428,1
1001-54054-20230502,20230502,1
1001-54054-20230426,20230426,1
1001-54054-20230427,20230427,1
1001-54054-20230429,20230429,1
1001-54054-20230430,20230430,1
1001-54054-20230501,20230501,1
1001-54054-20230428,20230428,1
1001-54103-20230429,20230429,1
1001-54103-20230430,20230430,1
1001-54103-20230501,20230501,1
1001-61507-20230427,20230427,1
1001-61507-20230428,20230428,1
1001-61507-20230424,20230424,1
1001-61507-20230502,20230502,1
1001-61507-20230426,20230426,1
1001-3132-20230429,20230429,1
1001-3132-20230430,20230430,1
1001-3132-20230421,20230421,1
1001-3132-20221228,20221228,1
1001-3132-20221227,20221227,1
1001-3132-20221229,20221229,1
1001-3132-20230501,20230501,1
1001-54036-20230427,20230427,1
1001-54036-20230430,20230430,1
1001-54036-20230502,20230502,1
1001-54036-20230428,20230428,1
1001-54036-20230429,20230429,1
1001-54036-20230426,20230426,1
1001-54036-20230501,20230501,1
1001-43196-20230429,20230429,1
1001-43196-20230426,20230426,1
1001-43196-20230427,20230427,1
1001-43196-20230430,20230430,1
1001-43196-20230502,20230502,1
1001-43196-20230428,20230428,1
1001-43196-20230501,20230501,1
1001-54053-20230424,20230424,1
1001-54053-20230428,20230428,1
1001-54053-20230502,20230502,1
1001-54053-20230427,20230427,1
1001-54053-20230426,20230426,1
1001-54036-20230424,20230424,1
1001-54098-20230428,20230428,1
1001-54098-20230427,20230427,1
1001-54098-20230501,20230501,1
1001-54098-20230426,20230426,1
1001-54098-20230502,20230502,1
1001-54098-20230422,20230422,1
1001-48302-20230501,20230501,1
1001-48302-20230429,20230429,1
1001-48302-20230426,20230426,1
1001-48302-20230430,20230430,1
1001-48302-20230502,20230502,1
1001-48302-20230427,20230427,1
1001-48302-20230428,20230428,1
1001-54098-20221115,20221115,1
1001-54098-20230430,20230430,1
1001-54098-20230421,20230421,1
1001-51584-20230429,20230429,1
1001-51584-20230430,20230430,1
1001-51584-20230501,20230501,1
1001-51584-20230426,20230426,1
1001-51584-20230427,20230427,1
1001-51584-20230502,20230502,1
1001-51584-20230428,20230428,1
1001-3133-20230501,20230501,1
1001-3133-20230429,20230429,1
1001-3133-20230427,20230427,1
1001-3133-20230426,20230426,1
1001-3133-20230428,20230428,1
1001-3133-20230430,20230430,1
1001-3133-20230502,20230502,1
1001-48279-20230427,20230427,1
1001-48279-20230430,20230430,1
1001-48279-20230426,20230426,1
1001-48279-20230429,20230429,1
1001-48279-20230428,20230428,1
1001-48279-20230501,20230501,1
1001-48279-20230502,20230502,1
1001-48307-20230429,20230429,1
1001-48307-20230426,20230426,1
1001-48307-20230501,20230501,1
1001-48307-20230428,20230428,1
1001-48307-20230427,20230427,1
1001-48307-20230502,20230502,1
1001-48307-20230430,20230430,1
1001-53592-20230501,20230501,1
1001-53592-20230429,20230429,1
1001-53592-20230427,20230427,1
1001-53592-20230430,20230430,1
1001-53592-20230428,20230428,1
1001-53592-20230502,20230502,1
1001-53592-20230426,20230426,1
1001-62383-20230502,20230502,1
1001-62383-20230427,20230427,1
1001-62383-20230428,20230428,1
1001-62383-20230424,20230424,1
1001-62383-20230426,20230426,1
1001-54142-20230429,20230429,1
1001-54142-20230430,20230430,1
1001-54142-20230428,20230428,1
1001-54142-20230501,20230501,1
1001-54142-20230426,20230426,1
1001-54142-20230502,20230502,1
1001-54142-20230427,20230427,1
1001-54091-20230421,20230421,1
1001-54091-20221115,20221115,1
1001-54091-20230501,20230501,1
1001-54091-20230430,20230430,1
1001-54057-20230502,20230502,1
1001-54057-20230427,20230427,1
1001-54057-20230428,20230428,1
1001-54057-20230424,20230424,1
1001-54057-20230426,20230426,1
1001-15168-20230429,20230429,1
1001-54026-20230429,20230429,1
1001-54026-20230502,20230502,1
1001-54026-20230428,20230428,1
1001-54026-20230430,20230430,1
1001-54026-20230426,20230426,1
1001-54026-20230501,20230501,1
1001-54026-20230427,20230427,1
1001-54065-20230502,20230502,1
1001-54065-20230428,20230428,1
1001-54065-20230426,20230426,1
1001-54065-20230429,20230429,1
1001-54065-20230427,20230427,1
1001-54065-20230424,20230424,1
1001-54026-20230424,20230424,1
1001-54136-20230502,20230502,1
1001-54136-20230428,20230428,1
1001-58414-20230428,20230428,1
1001-54136-20230427,20230427,1
1001-58414-20230427,20230427,1
1001-54136-20230426,20230426,1
1001-58414-20230426,20230426,1
1001-54136-20230424,20230424,1
1001-58414-20230502,20230502,1
1001-58414-20230424,20230424,1
1001-48284-20230426,20230426,1
1001-48284-20230427,20230427,1
1001-48284-20230430,20230430,1
1001-48284-20230428,20230428,1
1001-48284-20230429,20230429,1
1001-48284-20230502,20230502,1
1001-48284-20230501,20230501,1
1001-53593-20230502,20230502,1
1001-53593-20230428,20230428,1
1001-53593-20230429,20230429,1
1001-53593-20230430,20230430,1
1001-53593-20230427,20230427,1
1001-53593-20230501,20230501,1
1001-53593-20230426,20230426,1
1001-35459-20230427,20230427,1
1001-35459-20230424,20230424,1
1001-35459-20230502,20230502,1
1001-35459-20230426,20230426,1
1001-35459-20230428,20230428,1
1001-62306-20230428,20230428,1
1001-62306-20230430,20230430,1
1001-62306-20230426,20230426,1
1001-62306-20230429,20230429,1
1001-62306-20230501,20230501,1
1001-62306-20230427,20230427,1
1001-62306-20230502,20230502,1
1001-55859-20230429,20230429,1
1001-55859-20230428,20230428,1
1001-55859-20230426,20230426,1
1001-55859-20230427,20230427,1
1001-55859-20230424,20230424,1
1001-55859-20230502,20230502,1
1001-53694-20230424,20230424,1
1001-53694-20230502,20230502,1
1001-53694-20230427,20230427,1
1001-53694-20230429,20230429,1
1001-53694-20230426,20230426,1
1001-53694-20230428,20230428,1
1001-3240-20230429,20230429,1
1001-3240-20230426,20230426,1
1001-3240-20230430,20230430,1
1001-3240-20230428,20230428,1
1001-3240-20230427,20230427,1
1001-3240-20230501,20230501,1
1001-3240-20230502,20230502,1
1001-3032-20230424,20230424,1
1001-3032-20230426,20230426,1
1001-3032-20230502,20230502,1
1001-3032-20230428,20230428,1
1001-3032-20230427,20230427,1
1001-4605-20230424,20230424,1
1001-4605-20230427,20230427,1
1001-4605-20230426,20230426,1
1001-4605-20230428,20230428,1
1001-4605-20230502,20230502,1
1001-48285-20230426,20230426,1
1001-48285-20230501,20230501,1
1001-48285-20230429,20230429,1
1001-48285-20230428,20230428,1
1001-54039-20230424,20230424,1
1001-54039-20230427,20230427,1
1001-48285-20230502,20230502,1
1001-54039-20230502,20230502,1
1001-48285-20230430,20230430,1
1001-54039-20230428,20230428,1
1001-48285-20230427,20230427,1
1001-54039-20230426,20230426,1
1001-3242-20230428,20230428,1
1001-3242-20230429,20230429,1
1001-3242-20230502,20230502,1
1001-3242-20230501,20230501,1
1001-3242-20230427,20230427,1
1001-3242-20230430,20230430,1
1001-3242-20230426,20230426,1
1001-48283-20230427,20230427,1
1001-48283-20230430,20230430,1
1001-48283-20230502,20230502,1
1001-48283-20230428,20230428,1
1001-48283-20230429,20230429,1
1001-48283-20230501,20230501,1
1001-48283-20230426,20230426,1
1001-54137-20230428,20230428,1
1001-54137-20230427,20230427,1
1001-54137-20230426,20230426,1
1001-54137-20230424,20230424,1
1001-54137-20230502,20230502,1
1001-3070-20230427,20230427,1
1001-3070-20230430,20230430,1
1001-3070-20230426,20230426,1
1001-3070-20230428,20230428,1
1001-3070-20230501,20230501,1
1001-3070-20230429,20230429,1
1001-3070-20230502,20230502,1
1001-43192-20230430,20230430,1
1001-43192-20230501,20230501,1
1001-43192-20230428,20230428,1
1001-43192-20230429,20230429,1
1001-43192-20230427,20230427,1
1001-43192-20230502,20230502,1
1001-43192-20230426,20230426,1
1001-48281-20230424,20230424,1
1001-48281-20230502,20230502,1
1001-48281-20230427,20230427,1
1001-48281-20230426,20230426,1
1001-48281-20230428,20230428,1
1001-54135-20230429,20230429,1
1001-54135-20230502,20230502,1
1001-54135-20230424,20230424,1
1001-54135-20230427,20230427,1
1001-54135-20230426,20230426,1
1001-54135-20230428,20230428,1
1001-54090-20230429,20230429,1
1001-54090-20230428,20230428,1
1001-54090-20230501,20230501,1
1001-54090-20230430,20230430,1
1001-54090-20230426,20230426,1
1001-54090-20230427,20230427,1
1001-54090-20230502,20230502,1
1001-15105-20230429,20230429,1
1001-3131-20230427,20230427,1
1001-3131-20230502,20230502,1
1001-3131-20230429,20230429,1
1001-3131-20230426,20230426,1
1001-3131-20230428,20230428,1
1001-3131-20230424,20230424,1
1001-37427-20230427,20230427,1
1001-37427-20230502,20230502,1
1001-37427-20230428,20230428,1
1001-37427-20230426,20230426,1
1001-37427-20230424,20230424,1
1001-53586-20230502,20230502,1
1001-53586-20230426,20230426,1
1001-53586-20230428,20230428,1
1001-53586-20230501,20230501,1
1001-53586-20230427,20230427,1
1001-53586-20230430,20230430,1
1001-53586-20230429,20230429,1
1001-54096-20230428,20230428,1
1001-54096-20230424,20230424,1
1001-54096-20230427,20230427,1
1001-54096-20230429,20230429,1
1001-54096-20230426,20230426,1
1001-54096-20230502,20230502,1
1001-53597-20230430,20230430,1
1001-53597-20230428,20230428,1
1001-53597-20230426,20230426,1
1001-53597-20230502,20230502,1
1001-53597-20230501,20230501,1
1001-53597-20230427,20230427,1
1001-53597-20230429,20230429,1
1001-48306-20230426,20230426,1
1001-48306-20230502,20230502,1
1001-48306-20230427,20230427,1
1001-48306-20230428,20230428,1
1001-48306-20230429,20230429,1
1001-48306-20230430,20230430,1
1001-48306-20230501,20230501,1
1001-3244-20230424,20230424,1
1001-3244-20230428,20230428,1
1001-3244-20230426,20230426,1
1001-3244-20230427,20230427,1
1001-3244-20230502,20230502,1
1001-62307-20230429,20230429,1
1001-62307-20230430,20230430,1
1001-62307-20230502,20230502,1
1001-62307-20230501,20230501,1
1001-62307-20230426,20230426,1
1001-62307-20230428,20230428,1
1001-62307-20230427,20230427,1
1001-15140-20230427,20230427,1
1001-15140-20230426,20230426,1
1001-15140-20230502,20230502,1
1001-15140-20230428,20230428,1
1001-15140-20230424,20230424,1
1001-54135-20230501,20230501,1
1001-54135-20230430,20230430,1
1001-54029-20230502,20230502,1
1001-54029-20230426,20230426,1
1001-54029-20230429,20230429,1
1001-54029-20230427,20230427,1
1001-54029-20230430,20230430,1
1001-54029-20230428,20230428,1
1001-54029-20230501,20230501,1
1001-7133-20230428,20230428,1
1001-7133-20230424,20230424,1
1001-7133-20230502,20230502,1
1001-7133-20230427,20230427,1
1001-7133-20230426,20230426,1
1001-61390-20230426,20230426,1
1001-61390-20230427,20230427,1
1001-61390-20230502,20230502,1
1001-61390-20230428,20230428,1
1001-59055-20230430,20230430,1
1001-61390-20230424,20230424,1
1001-59055-20230427,20230427,1
1001-59055-20230429,20230429,1
1001-59055-20230501,20230501,1
1001-59055-20230502,20230502,1
1001-59055-20230428,20230428,1
1001-59055-20230426,20230426,1
1001-54106-20230428,20230428,1
1001-54106-20230424,20230424,1
1001-54106-20230502,20230502,1
1001-54106-20230426,20230426,1
1001-54106-20230427,20230427,1
1001-3253-20230502,20230502,1
1001-3253-20230501,20230501,1
1001-3253-20230427,20230427,1
1001-3253-20230429,20230429,1
1001-3253-20230430,20230430,1
1001-3253-20230426,20230426,1
1001-3253-20230428,20230428,1
1001-59055-20230421,20230421,1
1001-53110-20230427,20230427,1
1001-53110-20230502,20230502,1
1001-53110-20230424,20230424,1
1001-53110-20230426,20230426,1
1001-53110-20230428,20230428,1
1001-54040-20230430,20230430,1
1001-54040-20230421,20230421,1
1001-54040-20230214,20230214,1
1001-54040-20230208,20230208,1
1001-54040-20230429,20230429,1
1001-54040-20230209,20230209,1
1001-54040-20230501,20230501,1
1001-46084-20230426,20230426,1
1001-46084-20230502,20230502,1
1001-46084-20230424,20230424,1
1001-46084-20230427,20230427,1
1001-46084-20230428,20230428,1
1001-3045-20230427,20230427,1
1001-3045-20230430,20230430,1
1001-3045-20230428,20230428,1
1001-3045-20230502,20230502,1
1001-3045-20230501,20230501,1
1001-3045-20230426,20230426,1
1001-3045-20230429,20230429,1
1001-54060-20230427,20230427,1
1001-54060-20230424,20230424,1
1001-54060-20230428,20230428,1
1001-54060-20230502,20230502,1
1001-54060-20230426,20230426,1
1001-54040-20230428,20230428,1
1001-54040-20230424,20230424,1
1001-54040-20230426,20230426,1
1001-54040-20230427,20230427,1
1001-54040-20230502,20230502,1
1001-54152-20230502,20230502,1
1001-54152-20230430,20230430,1
1001-54152-20230428,20230428,1
1001-54152-20230427,20230427,1
1001-54152-20230426,20230426,1
1001-54152-20230501,20230501,1
1001-54152-20230429,20230429,1
1001-54065-20230501,20230501,1
1001-54065-20230430,20230430,1
1001-51639-20230428,20230428,1
1001-51639-20230426,20230426,1
1001-51639-20230427,20230427,1
1001-51639-20230424,20230424,1
1001-51639-20230502,20230502,1
1001-7243-20230502,20230502,1
1001-7243-20230427,20230427,1
1001-7243-20230428,20230428,1
1001-7243-20230424,20230424,1
1001-7243-20230426,20230426,1
1001-54099-20230429,20230429,1
1001-3256-20230502,20230502,1
1001-3256-20230424,20230424,1
1001-3256-20230427,20230427,1
1001-3256-20230426,20230426,1
1001-3256-20230428,20230428,1
1001-3257-20230428,20230428,1
1001-3257-20230424,20230424,1
1001-3257-20230502,20230502,1
1001-3257-20230427,20230427,1
1001-3257-20230426,20230426,1
1001-58563-20230428,20230428,1
1001-58563-20230429,20230429,1
1001-58563-20230426,20230426,1
1001-58563-20230427,20230427,1
1001-58563-20230501,20230501,1
1001-58563-20230502,20230502,1
1001-58563-20230430,20230430,1
1001-54045-20230424,20230501,1
1001-54045-20230424,20230508,1
1001-54045-20230424,20230515,1
1001-54045-20230424,20230522,1
1001-54045-20230424,20230529,1
1001-54045-20230424,20230605,1
1001-54045-20230424,20230612,1
1001-54045-20230424,20230619,1
1001-54045-20230424,20230626,1
1001-54045-20230424,20230703,1
1001-54045-20230424,20230710,1
1001-54045-20230424,20230717,1
1001-54045-20230424,20230724,1
1001-54045-20230502,20230509,1
1001-54045-20230502,20230516,1
1001-54045-20230502,20230523,1
1001-54045-20230502,20230530,1
1001-54045-20230502,20230606,1
1001-54045-20230502,20230613,1
1001-54045-20230502,20230620,1
1001-54045-20230502,20230627,1
1001-54045-20230502,20230704,1
1001-54045-20230502,20230711,1
1001-54045-20230502,20230718,1
1001-54045-20230502,20230725,1
1001-54045-20230426,20230503,1
1001-54045-20230426,20230510,1
1001-54045-20230426,20230517,1
1001-54045-20230426,20230524,1
1001-54045-20230426,20230531,1
1001-54045-20230426,20230607,1
1001-54045-20230426,20230614,1
1001-54045-20230426,20230621,1
1001-54045-20230426,20230628,1
1001-54045-20230426,20230705,1
1001-54045-20230426,20230712,1
1001-54045-20230426,20230719,1
1001-54045-20230426,20230726,1
1001-54045-20230427,20230504,1
1001-54045-20230427,20230511,1
1001-54045-20230427,20230518,1
1001-54045-20230427,20230525,1
1001-54045-20230427,20230601,1
1001-54045-20230427,20230608,1
1001-54045-20230427,20230615,1
1001-54045-20230427,20230622,1
1001-54045-20230427,20230629,1
1001-54045-20230427,20230706,1
1001-54045-20230427,20230713,1
1001-54045-20230427,20230720,1
1001-54045-20230427,20230727,1
1001-54045-20230428,20230505,1
1001-54045-20230428,20230512,1
1001-54045-20230428,20230519,1
1001-54045-20230428,20230526,1
1001-54045-20230428,20230602,1
1001-54045-20230428,20230609,1
1001-54045-20230428,20230616,1
1001-54045-20230428,20230623,1
1001-54045-20230428,20230630,1
1001-54045-20230428,20230707,1
1001-54045-20230428,20230714,1
1001-54045-20230428,20230721,1
1001-54045-20230428,20230728,1
1001-48305-20230501,20230508,1
1001-48305-20230501,20230515,1
1001-48305-20230501,20230522,1
1001-48305-20230501,20230529,1
1001-48305-20230501,20230605,1
1001-48305-20230501,20230612,1
1001-48305-20230501,20230619,1
1001-48305-20230501,20230626,1
1001-48305-20230501,20230703,1
1001-48305-20230501,20230710,1
1001-48305-20230501,20230717,1
1001-48305-20230501,20230724,1
1001-48305-20230502,20230509,1
1001-48305-20230502,20230516,1
1001-48305-20230502,20230523,1
1001-48305-20230502,20230530,1
1001-48305-20230502,20230606,1
1001-48305-20230502,20230613,1
1001-48305-20230502,20230620,1
1001-48305-20230502,20230627,1
1001-48305-20230502,20230704,1
1001-48305-20230502,20230711,1
1001-48305-20230502,20230718,1
1001-48305-20230502,20230725,1
1001-48305-20230426,20230503,1
1001-48305-20230426,20230510,1
1001-48305-20230426,20230517,1
1001-48305-20230426,20230524,1
1001-48305-20230426,20230531,1
1001-48305-20230426,20230607,1
1001-48305-20230426,20230614,1
1001-48305-20230426,20230621,1
1001-48305-20230426,20230628,1
1001-48305-20230426,20230705,1
1001-48305-20230426,20230712,1
1001-48305-20230426,20230719,1
1001-48305-20230426,20230726,1
1001-48305-20230427,20230504,1
1001-48305-20230427,20230511,1
1001-48305-20230427,20230518,1
1001-48305-20230427,20230525,1
1001-48305-20230427,20230601,1
1001-48305-20230427,20230608,1
1001-48305-20230427,20230615,1
1001-48305-20230427,20230622,1
1001-48305-20230427,20230629,1
1001-48305-20230427,20230706,1
1001-48305-20230427,20230713,1
1001-48305-20230427,20230720,1
1001-48305-20230427,20230727,1
1001-48305-20230428,20230505,1
1001-48305-20230428,20230512,1
1001-48305-20230428,20230519,1
1001-48305-20230428,20230526,1
1001-48305-20230428,20230602,1
1001-48305-20230428,20230609,1
1001-48305-20230428,20230616,1
1001-48305-20230428,20230623,1
1001-48305-20230428,20230630,1
1001-48305-20230428,20230707,1
1001-48305-20230428,20230714,1
1001-48305-20230428,20230721,1
1001-48305-20230428,20230728,1
1001-48305-20230429,20230506,1
1001-48305-20230429,20230513,1
1001-48305-20230429,20230520,1
1001-48305-20230429,20230527,1
1001-48305-20230429,20230603,1
1001-48305-20230429,20230610,1
1001-48305-20230429,20230617,1
1001-48305-20230429,20230624,1
1001-48305-20230429,20230701,1
1001-48305-20230429,20230708,1
1001-48305-20230429,20230715,1
1001-48305-20230429,20230722,1
1001-48305-20230429,20230729,1
1001-48305-20230430,20230507,1
1001-48305-20230430,20230514,1
1001-48305-20230430,20230521,1
1001-48305-20230430,20230528,1
1001-48305-20230430,20230604,1
1001-48305-20230430,20230611,1
1001-48305-20230430,20230618,1
1001-48305-20230430,20230625,1
1001-48305-20230430,20230702,1
1001-48305-20230430,20230709,1
1001-48305-20230430,20230716,1
1001-48305-20230430,20230723,1
1001-48305-20230430,20230730,1
1001-53295-20230424,20230501,1
1001-53295-20230424,20230508,1
1001-53295-20230424,20230515,1
1001-53295-20230424,20230522,1
1001-53295-20230424,20230529,1
1001-53295-20230424,20230605,1
1001-53295-20230424,20230612,1
1001-53295-20230424,20230619,1
1001-53295-20230424,20230626,1
1001-53295-20230424,20230703,1
1001-53295-20230424,20230710,1
1001-53295-20230424,20230717,1
1001-53295-20230424,20230724,1
1001-53295-20230502,20230509,1
1001-53295-20230502,20230516,1
1001-53295-20230502,20230523,1
1001-53295-20230502,20230530,1
1001-53295-20230502,20230606,1
1001-53295-20230502,20230613,1
1001-53295-20230502,20230620,1
1001-53295-20230502,20230627,1
1001-53295-20230502,20230704,1
1001-53295-20230502,20230711,1
1001-53295-20230502,20230718,1
1001-53295-20230502,20230725,1
1001-53295-20230426,20230503,1
1001-53295-20230426,20230510,1
1001-53295-20230426,20230517,1
1001-53295-20230426,20230524,1
1001-53295-20230426,20230531,1
1001-53295-20230426,20230607,1
1001-53295-20230426,20230614,1
1001-53295-20230426,20230621,1
1001-53295-20230426,20230628,1
1001-53295-20230426,20230705,1
1001-53295-20230426,20230712,1
1001-53295-20230426,20230719,1
1001-53295-20230426,20230726,1
1001-53295-20230427,20230504,1
1001-53295-20230427,20230511,1
1001-53295-20230427,20230518,1
1001-53295-20230427,20230525,1
1001-53295-20230427,20230601,1
1001-53295-20230427,20230608,1
1001-53295-20230427,20230615,1
1001-53295-20230427,20230622,1
1001-53295-20230427,20230629,1
1001-53295-20230427,20230706,1
1001-53295-20230427,20230713,1
1001-53295-20230427,20230720,1
1001-53295-20230427,20230727,1
1001-53295-20230428,20230505,1
1001-53295-20230428,20230512,1
1001-53295-20230428,20230519,1
1001-53295-20230428,20230526,1
1001-53295-20230428,20230602,1
1001-53295-20230428,20230609,1
1001-53295-20230428,20230616,1
1001-53295-20230428,20230623,1
1001-53295-20230428,20230630,1
1001-53295-20230428,20230707,1
1001-53295-20230428,20230714,1
1001-53295-20230428,20230721,1
1001-53295-20230428,20230728,1
1001-58582-20230424,20230501,1
1001-58582-20230424,20230508,1
1001-58582-20230424,20230515,1
1001-58582-20230424,20230522,1
1001-58582-20230424,20230529,1
1001-58582-20230424,20230605,1
1001-58582-20230424,20230612,1
1001-58582-20230424,20230619,1
1001-58582-20230424,20230626,1
1001-58582-20230424,20230703,1
1001-58582-20230424,20230710,1
1001-58582-20230424,20230717,1
1001-58582-20230424,20230724,1
1001-58582-20230502,20230509,1
1001-58582-20230502,20230516,1
1001-58582-20230502,20230523,1
1001-58582-20230502,20230530,1
1001-58582-20230502,20230606,1
1001-58582-20230502,20230613,1
1001-58582-20230502,20230620,1
1001-58582-20230502,20230627,1
1001-58582-20230502,20230704,1
1001-58582-20230502,20230711,1
1001-58582-20230502,20230718,1
1001-58582-20230502,20230725,1
1001-58582-20230426,20230503,1
1001-58582-20230426,20230510,1
1001-58582-20230426,20230517,1
1001-58582-20230426,20230524,1
1001-58582-20230426,20230531,1
1001-58582-20230426,20230607,1
1001-58582-20230426,20230614,1
1001-58582-20230426,20230621,1
1001-58582-20230426,20230628,1
1001-58582-20230426,20230705,1
1001-58582-20230426,20230712,1
1001-58582-20230426,20230719,1
1001-58582-20230426,20230726,1
1001-58582-20230427,20230504,1
1001-58582-20230427,20230511,1
1001-58582-20230427,20230518,1
1001-58582-20230427,20230525,1
1001-58582-20230427,20230601,1
1001-58582-20230427,20230608,1
1001-58582-20230427,20230615,1
1001-58582-20230427,20230622,1
1001-58582-20230427,20230629,1
1001-58582-20230427,20230706,1
1001-58582-20230427,20230713,1
1001-58582-20230427,20230720,1
1001-58582-20230427,20230727,1
1001-58582-20230428,20230505,1
1001-58582-20230428,20230512,1
1001-58582-20230428,20230519,1
1001-58582-20230428,20230526,1
1001-58582-20230428,20230602,1
1001-58582-20230428,20230609,1
1001-58582-20230428,20230616,1
1001-58582-20230428,20230623,1
1001-58582-20230428,20230630,1
1001-58582-20230428,20230707,1
1001-58582-20230428,20230714,1
1001-58582-20230428,20230721,1
1001-58582-20230428,20230728,1
1001-63672-20230501,20230508,1
1001-63672-20230501,20230515,1
1001-63672-20230501,20230522,1
1001-63672-20230501,20230529,1
1001-63672-20230501,20230605,1
1001-63672-20230501,20230612,1
1001-63672-20230501,20230619,1
1001-63672-20230501,20230626,1
1001-63672-20230501,20230703,1
1001-63672-20230501,20230710,1
1001-63672-20230501,20230717,1
1001-63672-20230501,20230724,1
1001-63672-20230502,20230509,1
1001-63672-20230502,20230516,1
1001-63672-20230502,20230523,1
1001-63672-20230502,20230530,1
1001-63672-20230502,20230606,1
1001-63672-20230502,20230613,1
1001-63672-20230502,20230620,1
1001-63672-20230502,20230627,1
1001-63672-20230502,20230704,1
1001-63672-20230502,20230711,1
1001-63672-20230502,20230718,1
1001-63672-20230502,20230725,1
1001-63672-20230426,20230503,1
1001-63672-20230426,20230510,1
1001-63672-20230426,20230517,1
1001-63672-20230426,20230524,1
1001-63672-20230426,20230531,1
1001-63672-20230426,20230607,1
1001-63672-20230426,20230614,1
1001-63672-20230426,20230621,1
1001-63672-20230426,20230628,1
1001-63672-20230426,20230705,1
1001-63672-20230426,20230712,1
1001-63672-20230426,20230719,1
1001-63672-20230426,20230726,1
1001-63672-20230427,20230504,1
1001-63672-20230427,20230511,1
1001-63672-20230427,20230518,1
1001-63672-20230427,20230525,1
1001-63672-20230427,20230601,1
1001-63672-20230427,20230608,1
1001-63672-20230427,20230615,1
1001-63672-20230427,20230622,1
1001-63672-20230427,20230629,1
1001-63672-20230427,20230706,1
1001-63672-20230427,20230713,1
1001-63672-20230427,20230720,1
1001-63672-20230427,20230727,1
1001-63672-20230428,20230505,1
1001-63672-20230428,20230512,1
1001-63672-20230428,20230519,1
1001-63672-20230428,20230526,1
1001-63672-20230428,20230602,1
1001-63672-20230428,20230609,1
1001-63672-20230428,20230616,1
1001-63672-20230428,20230623,1
1001-63672-20230428,20230630,1
1001-63672-20230428,20230707,1
1001-63672-20230428,20230714,1
1001-63672-20230428,20230721,1
1001-63672-20230428,20230728,1
1001-63672-20230429,20230506,1
1001-63672-20230429,20230513,1
1001-63672-20230429,20230520,1
1001-63672-20230429,20230527,1
1001-63672-20230429,20230603,1
1001-63672-20230429,20230610,1
1001-63672-20230429,20230617,1
1001-63672-20230429,20230624,1
1001-63672-20230429,20230701,1
1001-63672-20230429,20230708,1
1001-63672-20230429,20230715,1
1001-63672-20230429,20230722,1
1001-63672-20230429,20230729,1
1001-63672-20230430,20230507,1
1001-63672-20230430,20230514,1
1001-63672-20230430,20230521,1
1001-63672-20230430,20230528,1
1001-63672-20230430,20230604,1
1001-63672-20230430,20230611,1
1001-63672-20230430,20230618,1
1001-63672-20230430,20230625,1
1001-63672-20230430,20230702,1
1001-63672-20230430,20230709,1
1001-63672-20230430,20230716,1
1001-63672-20230430,20230723,1
1001-63672-20230430,20230730,1
1001-54194-20230424,20230501,1
