stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,stop_url,location_type,parent_station
032e7c14-6609-11ed-98db-5adc55d213d0,,"Rua 10, 38",,-23.44435,-47.46615,,0,
032e9761-6609-11ed-98db-5adc55d213d0,,"Rua José Maria Palma, 70, Sorocaba - SP, Brasil",,-23.443468,-47.465824,,0,
032ec80a-6609-11ed-98db-5adc55d213d0,,"Rua Vinte e Um, 52-104, Sorocaba - SP, Brasil",,-23.44217,-47.4655,,0,
032e9fee-6609-11ed-98db-5adc55d213d0,,"Rua Edson Fabri Moraes, 953-1031 - Jardim Santa Marina, Sorocaba - SP, Brasil",,-23.443249,-47.46476,,0,
032e7145-6609-11ed-98db-5adc55d213d0,,"Rua Nei Carlos Simi, 765",,-23.444773,-47.464664,,0,
032e1e1f-6609-11ed-98db-5adc55d213d0,,"Rua Nei Carlos Simi, 555",,-23.446774,-47.465504,,0,
032da815-6609-11ed-98db-5adc55d213d0,,"Rua Olinda Aíres Paulete, 283, Sorocaba - SP, Brasil",,-23.449759,-47.46556,,0,
032d7e53-6609-11ed-98db-5adc55d213d0,,"R. Francisco Fonseca, 175",,-23.4508,-47.46613,,0,
032daf7b-6609-11ed-98db-5adc55d213d0,,"Rua João Ruiz Martins, 75-113 - Jardim Santa Lucia, Sorocaba - SP, Brasil",,-23.449583,-47.466877,,0,
032dd5ae-6609-11ed-98db-5adc55d213d0,,"Rua Nei Carlos Simi, 231",,-23.448397,-47.46709,,0,
032dd28b-6609-11ed-98db-5adc55d213d0,,"Rua Romeu Ribeiro, 1",,-23.44852,-47.46808,,0,
032db2a3-6609-11ed-98db-5adc55d213d0,,"Rua Romeu Ribeiro, 1",,-23.4495,-47.46933,,0,
032dc49c-6609-11ed-98db-5adc55d213d0,,"Rua Lázaro Hanickel, 103",,-23.44885,-47.4705,,0,
032e0652-6609-11ed-98db-5adc55d213d0,,"Rua Leonor Nascimento Pacheco Ramos, 2",,-23.4474,-47.46913,,0,
032e272f-6609-11ed-98db-5adc55d213d0,,"Rua Luís Volpi Flório, 332",,-23.44647,-47.46948,,0,
032e64e6-6609-11ed-98db-5adc55d213d0,,"Rua Vicente Miranda, 148",,-23.4453,-47.47015,,0,
032e7f57-6609-11ed-98db-5adc55d213d0,,"Rua Olinda Aires Paulete, 116",,-23.44405,-47.47038,,0,
032ed1ce-6609-11ed-98db-5adc55d213d0,,"Rua Olinda Aires Paulete, 394",,-23.44181,-47.4713,,0,
032eb205-6609-11ed-98db-5adc55d213d0,,"Avenida Ataliba Pontes, 120",,-23.442713,-47.47727,,0,
032e0a24-6609-11ed-98db-5adc55d213d0,,"Avenida Itavuvu Sorocaba - São Paulo, Brasil",,-23.4473,-47.479507,,0,
030fefae-6609-11ed-98db-5adc55d213d0,,"Avenida Itavuvu Sorocaba - São Paulo, Brasil",,-23.48305624595863,-47.472025752067566,,0,
031110a0-6609-11ed-98db-5adc55d213d0,,"Avenida Itavuvu Sorocaba - São Paulo, 18070, Brasil",,-23.479085644544902,-47.474284172058105,,0,
a6e79eff-87c5-4f8d-b4f8-e4241d5c7082,,"Av. Itavuvu, 896 - Jardim Maria Antônia Prado, Sorocaba - SP, 18076-005, Brasil",,-23.476432517736775,-47.47530793160884,,0,
03131abf-6609-11ed-98db-5adc55d213d0,,"Avenida Itavuvu Sorocaba - São Paulo, 18070, Brasil",,-23.472784,-47.47658,,0,
0313fa81-6609-11ed-98db-5adc55d213d0,,"Avenida Itavuvu Sorocaba - São Paulo, 18070, Brasil",,-23.46915,-47.477734,,0,
0314399d-6609-11ed-98db-5adc55d213d0,,"Av. Itavuvu, 1908 - Jardim Maria Antônia Prado, Sorocaba - SP, 18076-005, Brasil",,-23.468004,-47.478024,,0,
03159a11-6609-11ed-98db-5adc55d213d0,,"Avenida Itavuvu Sorocaba - São Paulo, 18077, Brasil",,-23.46257,-47.479343,,0,
03252007-6609-11ed-98db-5adc55d213d0,,"Avenida Itavuvu Sorocaba - São Paulo, 18074, Brasil",,-23.458717,-47.480083,,0,
032d8195-6609-11ed-98db-5adc55d213d0,,"Rua Gregório Ramos dos Santos, 50",,-23.45057,-47.48178,,0,
032db6df-6609-11ed-98db-5adc55d213d0,,"Rua Gregório Ramos dos Santos, 229",,-23.449368,-47.483265,,0,
032de061-6609-11ed-98db-5adc55d213d0,,"Rua Gregório Ramos dos Santos, 443",,-23.44805,-47.48455,,0,
032e187b-6609-11ed-98db-5adc55d213d0,,"Rua Gregório Ramos dos Santos, 619",,-23.4469,-47.48592,,0,
032e4cea-6609-11ed-98db-5adc55d213d0,,"Rua Vitor Alfarano, 106",,-23.44597,-47.48547,,0,
032e55e9-6609-11ed-98db-5adc55d213d0,,"Rua Vitor Alfarano, 249",,-23.44565,-47.48337,,0,
032e430b-6609-11ed-98db-5adc55d213d0,,"Rua Durvalina Tavares Prestes, 52",,-23.44605,-47.48173,,0,
032e6a7d-6609-11ed-98db-5adc55d213d0,,"R. Antônio Scudeler Sobrinho, 80, Sorocaba - SP, Brasil",,-23.445019,-47.482,,0,
0313cf23-6609-11ed-98db-5adc55d213d0,,"Avenida Barretos, 508",,-23.469994,-47.490707,,0,
0313920f-6609-11ed-98db-5adc55d213d0,,"Avenida Andradina, 116",,-23.470976,-47.48831,,0,
0313d037-6609-11ed-98db-5adc55d213d0,,"Av. Andradina, 352 - Vila Nova Sorocaba, Sorocaba - SP, 18070-800, Brasil",,-23.470005,-47.48703,,0,
0314e389-6609-11ed-98db-5adc55d213d0,,"Rua Maria Raimunda Gonzales Crespo, 415",,-23.46545,-47.48647,,0,
0315197f-6609-11ed-98db-5adc55d213d0,,"Rua Francisco Bueno de Camargo, 1750",,-23.46493,-47.48487,,0,
0314f88f-6609-11ed-98db-5adc55d213d0,,"Rua Pedro Moreira César, 419",,-23.465279,-47.48364,,0,
0314c08a-6609-11ed-98db-5adc55d213d0,,"Rua Pedro Moreira César, 267",,-23.46627,-47.48267,,0,
0314824e-6609-11ed-98db-5adc55d213d0,,"Rua Pedro Moreira César, 133",,-23.46712,-47.48182,,0,
03141487-6609-11ed-98db-5adc55d213d0,,"Rua Francisco Bueno de Camargo, 2232",,-23.4687,-47.48206,,0,
0313b6ea-6609-11ed-98db-5adc55d213d0,,"R. Pilades Scaletti, 136",,-23.4704,-47.48194,,0,
0313473c-6609-11ed-98db-5adc55d213d0,,"Rua Doutor Fernando Soares Fernandes, 531",,-23.47235,-47.4819,,0,
0313120a-6609-11ed-98db-5adc55d213d0,,"Avenida Lindoia, 927",,-23.47302,-47.4827,,0,
031355d7-6609-11ed-98db-5adc55d213d0,,"Av. Cataldo Lamarca Neto, 371 - Vila Nova Sorocaba, Sorocaba - SP, Brasil",,-23.472193,-47.484955,,0,
0312e2af-6609-11ed-98db-5adc55d213d0,,"Avenida Votuporanga, 255",,-23.473568,-47.485416,,0,
03136eac-6609-11ed-98db-5adc55d213d0,,"Avenida Cataldo Lamarca Neto, 402",,-23.471832,-47.48437,,0,
031325c6-6609-11ed-98db-5adc55d213d0,,"Avenida Lindoia, 927",,-23.4727,-47.48298,,0,
03134f40-6609-11ed-98db-5adc55d213d0,,"Rua Doutor Fernando Soares Fernandes, 626",,-23.47225,-47.48178,,0,
03149391-6609-11ed-98db-5adc55d213d0,,"Rua Pedro Moreira César, 122",,-23.46688,-47.482,,0,
03151d3e-6609-11ed-98db-5adc55d213d0,,"Rua Francisco Bueno de Camargo, 1734",,-23.46477,-47.48498,,0,
0314f4c9-6609-11ed-98db-5adc55d213d0,,"Rua Maria Raimunda Gonzales Crespo, 366",,-23.46543,-47.48648,,0,
03141871-6609-11ed-98db-5adc55d213d0,,"Avenida Altinópolis, 153",,-23.46856,-47.48689,,0,
0313c573-6609-11ed-98db-5adc55d213d0,,"Avenida Barretos, 222",,-23.470173,-47.48806,,0,
032c7b18-6609-11ed-98db-5adc55d213d0,,"Avenida Itavuvu Sorocaba - São Paulo, 18074, Brasil",,-23.455425,-47.48236,,0,
032d5771-6609-11ed-98db-5adc55d213d0,,"Avenida Itavuvu Sorocaba - São Paulo, 18074, Brasil",,-23.45158471670891,-47.48227496571039,,0,
032eb019-6609-11ed-98db-5adc55d213d0,,"Avenida Ataliba Pontes, 95",,-23.442743,-47.477577,,0,
032ebfa9-6609-11ed-98db-5adc55d213d0,,"Avenida Ataliba Pontes, 405",,-23.442427,-47.473846,,0,
032ef282-6609-11ed-98db-5adc55d213d0,,"Rua Eliza Estéfane Lamos, 602",,-23.44143,-47.4737,,0,
032e8f39-6609-11ed-98db-5adc55d213d0,,"Rua Olinda Aires Paulete, 168",,-23.443645,-47.470554,,0,
032e6ba3-6609-11ed-98db-5adc55d213d0,,"Rua Olinda Aires Paulete, 1",,-23.444998,-47.470036,,0,
032e2ae0-6609-11ed-98db-5adc55d213d0,,"Rua Luís Volpi Flório, 311",,-23.44637,-47.46967,,0,
032dd3a1-6609-11ed-98db-5adc55d213d0,,"Rua Nei Carlos Simi, 232",,-23.448496,-47.46711,,0,
032db3b6-6609-11ed-98db-5adc55d213d0,,"Rua Elcio Rodrigues Bueno, 30 - Jardim Santa Lucia, Sorocaba - SP, Brasil",,-23.449503,-47.46669,,0,
032d7d42-6609-11ed-98db-5adc55d213d0,,"Rua Francisco Fonseca, 175 - Jardim Santa Lucia, Sorocaba - SP, Brasil",,-23.450802,-47.466225,,0,
032daa36-6609-11ed-98db-5adc55d213d0,,"Rua Nei Carlos Simi, 288",,-23.44967,-47.46567,,0,
032e7250-6609-11ed-98db-5adc55d213d0,,"Rua Nei Carlos Simi, 765",,-23.44482,-47.4646,,0,
032e9b5f-6609-11ed-98db-5adc55d213d0,,"Rua Edson Fabri Moraes, 954-1032 - Jardim Santa Marina, Sorocaba - SP, Brasil",,-23.443304,-47.46474,,0,
032ec680-6609-11ed-98db-5adc55d213d0,,"Rua Vinte e Um, 2-50, Sorocaba - SP, Brasil",,-23.442198,-47.46559,,0,
